wave,tp
   7000.00,0.01276450
   7011.42,0.01342591
   7022.85,0.01409642
   7034.27,0.01476805
   7045.69,0.01545220
   7057.11,0.01616672
   7068.54,0.01689344
   7079.96,0.01763895
   7091.38,0.01842130
   7102.81,0.01921993
   7114.23,0.02001182
   7125.65,0.02081440
   7137.07,0.02165388
   7148.50,0.02250698
   7159.92,0.02337595
   7171.34,0.02424599
   7182.77,0.02512301
   7194.19,0.02598082
   7205.61,0.02682696
   7217.03,0.02765333
   7228.46,0.02845604
   7239.88,0.02925981
   7251.30,0.03001077
   7262.73,0.03075632
   7274.15,0.03145670
   7285.57,0.03215647
   7296.99,0.03284789
   7308.42,0.03350582
   7319.84,0.03414456
   7331.26,0.03476537
   7342.69,0.03541581
   7354.11,0.03608195
   7365.53,0.03677116
   7376.95,0.03747862
   7388.38,0.03822213
   7399.80,0.03900448
   7411.22,0.03976804
   7422.65,0.04057828
   7434.07,0.04142138
   7445.49,0.04231515
   7456.91,0.04325736
   7468.34,0.04424099
   7479.76,0.04523801
   7491.18,0.04624220
   7502.61,0.04731157
   7514.03,0.04864504
   7525.45,0.04993893
   7536.87,0.05128893
   7548.30,0.05260262
   7559.72,0.05392737
   7571.14,0.05517085
   7582.57,0.05645592
   7593.99,0.05764220
   7605.41,0.05880707
   7616.83,0.05985935
   7628.26,0.06086199
   7639.68,0.06173719
   7651.10,0.06264708
   7662.53,0.06344374
   7673.95,0.06422883
   7685.37,0.06500452
   7696.79,0.06567979
   7708.22,0.06644418
   7719.64,0.06696876
   7731.06,0.06767178
   7742.48,0.06830825
   7753.91,0.06893600
   7765.33,0.06956873
   7776.75,0.07022441
   7788.18,0.07088773
   7799.60,0.07158317
   7811.02,0.07230206
   7822.44,0.07310762
   7833.87,0.07391250
   7845.29,0.07476624
   7856.71,0.07568067
   7868.14,0.07663241
   7879.56,0.07765789
   7890.98,0.07877030
   7902.40,0.07993551
   7913.83,0.08108867
   7925.25,0.08238694
   7936.67,0.08362740
   7948.10,0.08490882
   7959.52,0.08625028
   7970.94,0.08767289
   7982.36,0.08897417
   7993.79,0.09039330
   8005.21,0.09178676
   8016.63,0.09332178
   8028.06,0.09495732
   8039.48,0.09647981
   8050.90,0.09800197
   8062.32,0.09959475
   8073.75,0.10100334
   8085.17,0.10240822
   8096.59,0.10380792
   8108.02,0.10512395
   8119.44,0.10640488
   8130.86,0.10768111
   8142.28,0.10876849
   8153.71,0.10980906
   8165.13,0.11074152
   8176.55,0.11160146
   8187.98,0.11245135
   8199.40,0.11331269
   8210.82,0.11419977
   8222.24,0.11500041
   8233.67,0.11586992
   8245.09,0.11673171
