wave,tp
   9700.00,0.20949755
   9717.25,0.20630853
   9734.51,0.20577710
   9751.76,0.20851929
   9769.02,0.21448561
   9786.27,0.22366213
   9803.52,0.23415510
   9820.78,0.24494554
   9838.03,0.25520724
   9855.29,0.26394573
   9872.54,0.27042545
   9889.79,0.27492265
   9907.05,0.27722141
   9924.30,0.27841154
   9941.55,0.27916320
   9958.81,0.27981777
   9976.06,0.28058794
   9993.32,0.28238150
  10010.57,0.28455823
  10027.82,0.28697515
  10045.08,0.29007869
  10062.33,0.29321418
  10079.59,0.29653540
  10096.84,0.29983535
  10114.09,0.30275660
  10131.35,0.30511267
  10148.60,0.30688292
  10165.86,0.30839565
  10183.11,0.30901924
  10200.36,0.30959092
  10217.62,0.31021866
  10234.87,0.31072272
  10252.13,0.31132318
  10269.38,0.31227531
  10286.63,0.31353245
  10303.89,0.31537572
  10321.14,0.31804054
  10338.39,0.32117877
  10355.65,0.32476144
  10372.90,0.32869713
  10390.16,0.33271616
  10407.41,0.33698858
  10424.66,0.34116071
  10441.92,0.34545110
  10459.17,0.34919078
  10476.43,0.35279300
  10493.68,0.35565014
  10510.93,0.35782219
  10528.19,0.35917917
  10545.44,0.36005819
  10562.70,0.36033821
  10579.95,0.36060882
  10597.20,0.36046217
  10614.46,0.36031551
  10631.71,0.36030008
  10648.96,0.36031686
  10666.22,0.36070801
  10683.47,0.36120502
  10700.73,0.36190494
  10717.98,0.36289080
  10735.23,0.36439412
  10752.49,0.36623458
  10769.74,0.36834298
  10787.00,0.37090355
  10804.25,0.37359996
  10821.50,0.37630545
  10838.76,0.37915032
  10856.01,0.38207789
  10873.27,0.38498216
  10890.52,0.38788175
  10907.77,0.39032170
  10925.03,0.39268360
  10942.28,0.39499957
  10959.54,0.39704202
  10976.79,0.39881827
  10994.04,0.40035850
  11011.30,0.40157535
  11028.55,0.40226501
  11045.80,0.40295741
  11063.06,0.40367888
  11080.31,0.40434540
  11097.57,0.40503778
  11114.82,0.40593392
  11132.07,0.40694205
  11149.33,0.40798661
  11166.58,0.40936732
  11183.84,0.41105079
  11201.09,0.41273270
  11218.34,0.41437554
  11235.60,0.41660461
  11252.85,0.41884079
  11270.11,0.42122531
  11287.36,0.42375844
  11304.61,0.42630429
  11321.87,0.42888872
  11339.12,0.43123598
  11356.38,0.43331237
  11373.63,0.43521743
  11390.88,0.43739758
  11408.14,0.43912684
  11425.39,0.44061650
  11442.64,0.44182165
  11459.90,0.44281627
  11477.15,0.44377972
  11494.41,0.44452693
  11511.66,0.44549322
  11528.91,0.44662229
  11546.17,0.44775002
  11563.42,0.44865079
  11580.68,0.44948294
  11597.93,0.45047237
  11615.18,0.45144953
  11632.44,0.45261260
  11649.69,0.45398229
  11666.95,0.45531069
  11684.20,0.45665615
  11701.45,0.45833066
  11718.71,0.46014687
  11735.96,0.46207517
  11753.22,0.46412558
  11770.47,0.46629347
  11787.72,0.46853622
  11804.98,0.47078816
  11822.23,0.47303195
  11839.48,0.47528213
  11856.74,0.47765260
  11873.99,0.48025514
  11891.25,0.48261548
  11908.50,0.48474237
  11925.75,0.48686442
  11943.01,0.48900081
  11960.26,0.49054968
  11977.52,0.49202442
  11994.77,0.49349512
  12012.02,0.49408392
  12029.28,0.49385452
  12046.53,0.49361122
  12063.79,0.49334927
  12081.04,0.49308139
  12098.29,0.49281106
  12115.55,0.49247097
  12132.80,0.49212198
  12150.05,0.49194146
  12167.31,0.49178113
  12184.56,0.49161436
  12201.82,0.49155808
  12219.07,0.49168245
  12236.32,0.49179888
  12253.58,0.49191463
  12270.83,0.49239915
  12288.09,0.49304985
  12305.34,0.49369844
  12322.59,0.49435624
  12339.85,0.49540341
  12357.10,0.49645109
  12374.36,0.49750055
  12391.61,0.49855483
  12408.86,0.49957090
  12426.12,0.50062202
  12443.37,0.50169660
  12460.63,0.50277881
  12477.88,0.50385931
  12495.13,0.50491863
  12512.39,0.50568109
  12529.64,0.50632709
  12546.89,0.50683681
  12564.15,0.50700245
  12581.40,0.50716652
  12598.66,0.50731159
  12615.91,0.50698129
  12633.16,0.50646803
  12650.42,0.50595497
  12667.67,0.50543464
  12684.93,0.50491266
  12702.18,0.50435356
  12719.43,0.50365849
  12736.69,0.50296255
  12753.94,0.50226595
  12771.20,0.50087413
  12788.45,0.49896588
  12805.70,0.49784428
  12822.96,0.49696498
  12840.21,0.49608732
  12857.47,0.49527495
  12874.72,0.49498467
  12891.97,0.49470478
  12909.23,0.49442675
  12926.48,0.49415802
  12943.73,0.49389305
  12960.99,0.49377543
  12978.24,0.49372874
  12995.50,0.49361784
  13012.75,0.49336527
  13030.00,0.49305880
  13047.26,0.49294870
  13064.51,0.49358449
  13081.77,0.49422047
  13099.02,0.49486923
  13116.27,0.49527937
  13133.53,0.49552681
  13150.78,0.49575597
  13168.04,0.49598435
  13185.29,0.49620063
  13202.54,0.49639789
  13219.80,0.49654594
  13237.05,0.49669203
  13254.31,0.49684007
  13271.56,0.49669146
  13288.81,0.49616078
  13306.07,0.49563376
  13323.32,0.49510801
  13340.57,0.49430557
  13357.83,0.49344231
  13375.08,0.49258853
  13392.34,0.49164900
  13409.59,0.49029908
  13426.84,0.48894062
  13444.10,0.48757440
  13461.35,0.48629828
  13478.61,0.48511359
  13495.86,0.48394918
  13513.11,0.48267725
  13530.37,0.48105824
  13547.62,0.47936857
  13564.88,0.47768075
  13582.13,0.47599848
  13599.38,0.47435191
  13616.64,0.47287333
  13633.89,0.47171069
  13651.14,0.47055040
  13668.40,0.46939335
  13685.65,0.46824022
  13702.91,0.46711063
  13720.16,0.46646169
  13737.41,0.46582525
  13754.67,0.46514823
  13771.92,0.46454871
  13789.18,0.46416636
  13806.43,0.46380363
  13823.68,0.46347749
  13840.94,0.46314752
  13858.19,0.46281123
  13875.45,0.46302378
  13892.70,0.46331195
  13909.95,0.46359537
  13927.21,0.46380983
  13944.46,0.46377242
  13961.72,0.46373229
  13978.97,0.46370562
  13996.22,0.46386915
  14013.48,0.46405220
  14030.73,0.46394279
  14047.98,0.46375586
  14065.24,0.46356542
  14082.49,0.46334505
  14099.75,0.46297483
  14117.00,0.46262304
  14134.25,0.46226645
  14151.51,0.46160973
  14168.76,0.46065411
  14186.02,0.45969763
  14203.27,0.45880527
  14220.52,0.45794540
  14237.78,0.45707639
  14255.03,0.45581049
  14272.29,0.45454013
  14289.54,0.45326941
  14306.79,0.45197758
  14324.05,0.45061859
  14341.30,0.44926190
  14358.56,0.44790041
  14375.81,0.44630714
  14393.06,0.44464041
  14410.32,0.44296699
  14427.57,0.44133177
  14444.82,0.43988319
  14462.08,0.43843360
  14479.33,0.43696523
  14496.59,0.43549776
  14513.84,0.43426653
  14531.09,0.43335697
  14548.35,0.43258876
  14565.60,0.43182411
  14582.86,0.43104889
  14600.11,0.43026948
  14617.36,0.42954849
  14634.62,0.42906995
  14651.87,0.42858708
  14669.13,0.42810391
  14686.38,0.42777204
  14703.63,0.42757475
  14720.89,0.42743178
  14738.14,0.42728759
  14755.39,0.42715328
  14772.65,0.42704401
  14789.90,0.42720665
  14807.16,0.42736429
  14824.41,0.42752115
  14841.66,0.42760945
  14858.92,0.42763165
  14876.17,0.42765352
  14893.43,0.42767692
  14910.68,0.42827206
  14927.93,0.42898281
  14945.19,0.42895191
  14962.44,0.42891494
  14979.70,0.42888138
  14996.95,0.42889725
  15014.20,0.42869208
  15031.46,0.42839783
  15048.71,0.42810148
  15065.97,0.42769687
  15083.22,0.42728452
  15100.47,0.42686616
  15117.73,0.42641076
  15134.98,0.42554681
  15152.23,0.42468373
  15169.49,0.42382052
  15186.74,0.42296456
  15204.00,0.42210926
  15221.25,0.42106970
  15238.50,0.41991437
  15255.76,0.41875463
  15273.01,0.41759607
  15290.27,0.41644009
  15307.52,0.41526698
  15324.77,0.41387565
  15342.03,0.41248188
  15359.28,0.41105841
  15376.54,0.40970823
  15393.79,0.40842815
  15411.04,0.40719184
  15428.30,0.40596617
  15445.55,0.40462071
  15462.81,0.40326132
  15480.06,0.40190489
  15497.31,0.40058150
  15514.57,0.39938968
  15531.82,0.39819890
  15549.07,0.39700997
  15566.33,0.39590572
  15583.58,0.39486229
  15600.84,0.39381861
  15618.09,0.39277033
  15635.34,0.39173131
  15652.60,0.39072937
  15669.85,0.38996661
  15687.11,0.38918880
  15704.36,0.38839921
  15721.61,0.38758329
  15738.87,0.38678273
  15756.12,0.38610673
  15773.38,0.38549060
  15790.63,0.38486889
  15807.88,0.38426033
  15825.14,0.38367221
  15842.39,0.38316079
  15859.65,0.38293439
  15876.90,0.38270840
  15894.15,0.38248065
  15911.41,0.38220246
  15928.66,0.38187857
  15945.91,0.38155179
  15963.17,0.38121917
  15980.42,0.38100760
  15997.68,0.38080316
  16014.93,0.38109928
  16032.18,0.38143399
  16049.44,0.38167452
  16066.69,0.38193871
  16083.95,0.38221328
  16101.20,0.38240227
  16118.45,0.38255773
  16135.71,0.38270421
  16152.96,0.38285117
  16170.22,0.38299743
  16187.47,0.38314225
  16204.72,0.38329928
  16221.98,0.38337922
  16239.23,0.38328037
  16256.48,0.38318151
  16273.74,0.38308217
  16290.99,0.38300485
  16308.25,0.38292707
  16325.50,0.38248770
  16342.75,0.38199934
  16360.01,0.38150668
  16377.26,0.38104792
  16394.52,0.38068995
  16411.77,0.38032845
  16429.02,0.37996481
  16446.28,0.37959742
  16463.53,0.37922213
  16480.79,0.37821139
  16498.04,0.37704886
  16515.29,0.37595056
  16532.55,0.37478745
  16549.80,0.37362656
  16567.06,0.37238065
  16584.31,0.37105127
  16601.56,0.36972934
  16618.82,0.36848838
  16636.07,0.36734645
  16653.32,0.36624413
  16670.58,0.36513506
  16687.83,0.36401295
  16705.09,0.36278048
  16722.34,0.36158765
  16739.59,0.36041210
  16756.85,0.35929305
  16774.10,0.35824701
  16791.36,0.35719637
  16808.61,0.35614397
  16825.86,0.35528927
  16843.12,0.35450151
  16860.37,0.35371388
  16877.63,0.35292681
  16894.88,0.35210862
  16912.13,0.35125631
  16929.39,0.35039198
  16946.64,0.34962005
  16963.90,0.34892368
  16981.15,0.34822627
  16998.40,0.34751567
  17015.66,0.34707809
  17032.91,0.34668034
  17050.16,0.34628842
  17067.42,0.34591232
  17084.67,0.34553516
  17101.93,0.34515933
  17119.18,0.34480384
  17136.43,0.34451900
  17153.69,0.34428296
  17170.94,0.34404030
  17188.20,0.34379640
  17205.45,0.34352345
  17222.70,0.34328757
  17239.96,0.34305721
  17257.21,0.34282491
  17274.47,0.34258852
  17291.72,0.34236849
  17308.97,0.34213858
  17326.23,0.34188092
  17343.48,0.34162176
  17360.74,0.34136186
  17377.99,0.34109924
  17395.24,0.34083130
  17412.50,0.34058519
  17429.75,0.34034645
  17447.00,0.34012872
  17464.26,0.33990960
  17481.51,0.33962208
  17498.77,0.33924182
  17516.02,0.33893237
  17533.27,0.33862851
  17550.53,0.33833413
  17567.78,0.33802604
  17585.04,0.33756054
  17602.29,0.33708408
  17619.54,0.33657321
  17636.80,0.33606211
  17654.05,0.33555351
  17671.31,0.33505290
  17688.56,0.33455167
