wave,tp
  37040.00,0.00045800
  37043.12,0.00045900
  37046.24,0.00045700
  37049.36,0.00045400
  37052.48,0.00044800
  37055.60,0.00044200
  37058.72,0.00043300
  37061.84,0.00042400
  37064.96,0.00041500
  37068.09,0.00040400
  37071.21,0.00039400
  37074.33,0.00038400
  37077.45,0.00037400
  37080.57,0.00036500
  37083.69,0.00035700
  37086.81,0.00035000
  37089.93,0.00034400
  37093.05,0.00034000
  37096.17,0.00033800
  37099.29,0.00033800
  37102.41,0.00033800
  37105.53,0.00034000
  37108.65,0.00034300
  37111.77,0.00034700
  37114.89,0.00035100
  37118.02,0.00035600
  37121.14,0.00036200
  37124.26,0.00036800
  37127.38,0.00037300
  37130.50,0.00037800
  37133.62,0.00038200
  37136.74,0.00038500
  37139.86,0.00038500
  37142.98,0.00038400
  37146.10,0.00038000
  37149.22,0.00037200
  37152.34,0.00036200
  37155.46,0.00034800
  37158.58,0.00033300
  37161.70,0.00031700
  37164.82,0.00030200
  37167.95,0.00028800
  37171.07,0.00027600
  37174.19,0.00026800
  37177.31,0.00026200
  37180.43,0.00025900
  37183.55,0.00025900
  37186.67,0.00026000
  37189.79,0.00026400
  37192.91,0.00027000
  37196.03,0.00027700
  37199.15,0.00028500
  37202.27,0.00029500
  37205.39,0.00030600
  37208.51,0.00031700
  37211.63,0.00032900
  37214.75,0.00034200
  37217.88,0.00035400
  37221.00,0.00036700
  37224.12,0.00037900
  37227.24,0.00039000
  37230.36,0.00040100
  37233.48,0.00041100
  37236.60,0.00042000
  37239.72,0.00042900
  37242.84,0.00043700
  37245.96,0.00044400
  37249.08,0.00045000
  37252.20,0.00045600
  37255.32,0.00046200
  37258.44,0.00046700
  37261.56,0.00047200
  37264.68,0.00047600
  37267.81,0.00048100
  37270.93,0.00048500
  37274.05,0.00049000
  37277.17,0.00049500
  37280.29,0.00049900
  37283.41,0.00050500
  37286.53,0.00051000
  37289.65,0.00051600
  37292.77,0.00052200
  37295.89,0.00052700
  37299.01,0.00053400
  37302.13,0.00054000
  37305.25,0.00054600
  37308.37,0.00055200
  37311.49,0.00055800
  37314.61,0.00056400
  37317.74,0.00057000
  37320.86,0.00057600
  37323.98,0.00058200
  37327.10,0.00058700
  37330.22,0.00059300
  37333.34,0.00059900
  37336.46,0.00060500
  37339.58,0.00061200
  37342.70,0.00061800
  37345.82,0.00062400
  37348.94,0.00063100
  37352.06,0.00063700
  37355.18,0.00064400
  37358.30,0.00065100
  37361.42,0.00065800
  37364.54,0.00066600
  37367.67,0.00067300
  37370.79,0.00067900
  37373.91,0.00068400
  37377.03,0.00068700
  37380.15,0.00068900
  37383.27,0.00068800
  37386.39,0.00068400
  37389.51,0.00067700
  37392.63,0.00066700
  37395.75,0.00065400
  37398.87,0.00063900
  37401.99,0.00062200
  37405.11,0.00060500
  37408.23,0.00058900
