wave,tp
  16600.00,0.22774115
  16628.26,0.23291865
  16656.53,0.23996063
  16684.79,0.24155748
  16713.05,0.24317234
  16741.32,0.24430431
  16769.58,0.24484155
  16797.84,0.24536401
  16826.11,0.24466114
  16854.37,0.24383511
  16882.63,0.24284050
  16910.89,0.24223230
  16939.16,0.24190736
  16967.42,0.24181718
  16995.68,0.24231496
  17023.95,0.24342510
  17052.21,0.24476985
  17080.47,0.24635017
  17108.74,0.24794464
  17137.00,0.25048918
  17165.26,0.25312435
  17193.53,0.25595352
  17221.79,0.25884269
  17250.05,0.26233523
  17278.32,0.26601702
  17306.58,0.26969925
  17334.84,0.27372251
  17363.10,0.27841042
  17391.37,0.28312047
  17419.63,0.28674338
  17447.89,0.29016430
  17476.16,0.29361423
  17504.42,0.29703136
  17532.68,0.30012971
  17560.95,0.30303642
  17589.21,0.30594931
  17617.47,0.30848851
  17645.74,0.31065359
  17674.00,0.31213791
  17702.26,0.31362947
  17730.53,0.31455022
  17758.79,0.31532840
  17787.05,0.31607307
  17815.31,0.31672958
  17843.58,0.31740167
  17871.84,0.31724415
  17900.10,0.31685227
  17928.37,0.31716656
  17956.63,0.31748154
  17984.89,0.31779700
  18013.16,0.31685061
  18041.42,0.31449308
  18069.68,0.31285311
  18097.95,0.31121251
  18126.21,0.30983003
  18154.47,0.30873864
  18182.74,0.30763231
  18211.00,0.30659027
  18239.26,0.30616742
  18267.52,0.30572684
  18295.79,0.30570420
  18324.05,0.30608845
  18352.31,0.30619270
  18380.58,0.30627240
  18408.84,0.30636923
  18437.10,0.30680670
  18465.37,0.30759973
  18493.63,0.30838311
  18521.89,0.31143134
  18550.16,0.31532324
  18578.42,0.31974339
  18606.68,0.32389846
  18634.95,0.32719551
  18663.21,0.33068639
  18691.47,0.33421831
  18719.73,0.33783722
  18748.00,0.34132258
  18776.26,0.34454562
  18804.52,0.34743851
  18832.79,0.35039669
  18861.05,0.35324470
  18889.31,0.35578541
  18917.58,0.35836728
  18945.84,0.36090698
  18974.10,0.36342005
  19002.37,0.36588895
  19030.63,0.36773138
  19058.89,0.36941468
  19087.16,0.37109136
  19115.42,0.37271799
  19143.68,0.37432544
  19171.94,0.37599490
  19200.21,0.37778611
  19228.47,0.37956143
  19256.73,0.38154552
  19285.00,0.38357485
  19313.26,0.38567089
  19341.52,0.38792734
  19369.79,0.39034167
  19398.05,0.39278680
  19426.31,0.39543563
  19454.58,0.39811114
  19482.84,0.40083750
  19511.10,0.40319848
  19539.37,0.40493665
  19567.63,0.40665846
  19595.89,0.40864073
  19624.15,0.41064715
  19652.42,0.41273012
  19680.68,0.41467341
  19708.94,0.41635423
  19737.21,0.41793493
  19765.47,0.41957106
  19793.73,0.42110678
  19822.00,0.42245458
  19850.26,0.42381322
  19878.52,0.42514425
  19906.79,0.42649040
  19935.05,0.42782906
