wave,tp
  28700.00,0.28308452
  28746.27,0.29089886
  28792.53,0.29874806
  28838.80,0.30663273
  28885.07,0.31458131
  28931.33,0.32262312
  28977.60,0.33132727
  29023.87,0.33976930
  29070.13,0.34791634
  29116.40,0.35610342
  29162.67,0.36136120
  29208.93,0.36607357
  29255.20,0.37078288
  29301.47,0.37549145
  29347.73,0.38020829
  29394.00,0.38482186
  29440.27,0.38950609
  29486.53,0.39424334
  29532.80,0.39975404
  29579.07,0.40505664
  29625.33,0.41036742
  29671.60,0.41572804
  29717.87,0.42109145
  29764.13,0.42542037
  29810.40,0.42949042
  29856.67,0.43359464
  29902.94,0.43752531
  29949.20,0.44113195
  29995.47,0.44475941
  30041.74,0.44671649
  30088.00,0.44834863
  30134.27,0.44994150
  30180.54,0.45129110
  30226.80,0.45260797
  30273.07,0.45393033
  30319.34,0.45527803
  30365.60,0.45664048
  30411.87,0.45770454
  30458.14,0.45880936
  30504.40,0.46009180
  30550.67,0.46302519
  30596.94,0.46602851
  30643.20,0.46909541
  30689.47,0.47219643
  30735.74,0.47526755
  30782.00,0.47834325
  30828.27,0.48146948
  30874.54,0.48468016
  30920.80,0.48790848
  30967.07,0.49112969
  31013.34,0.49405935
  31059.60,0.49634985
  31105.87,0.49873301
  31152.14,0.50115869
  31198.40,0.50359969
  31244.67,0.50607046
  31290.94,0.50843521
  31337.20,0.51070316
  31383.47,0.51295041
  31429.74,0.51523281
  31476.00,0.51753931
  31522.27,0.51970913
  31568.54,0.52175241
  31614.80,0.52382179
  31661.07,0.52592956
  31707.34,0.52805611
  31753.60,0.53020378
  31799.87,0.53224420
  31846.14,0.53419945
  31892.40,0.53613495
  31938.67,0.53806395
  31984.94,0.53997244
  32031.20,0.54163496
  32077.47,0.54296299
  32123.74,0.54427791
  32170.01,0.54558828
  32216.27,0.54694587
  32262.54,0.54825071
  32308.81,0.54950903
  32355.07,0.55082495
  32401.34,0.55214385
  32447.61,0.55342420
  32493.87,0.55455934
  32540.14,0.55483164
  32586.41,0.55497640
  32632.67,0.55507341
  32678.94,0.55516150
  32725.21,0.55530028
  32771.47,0.55547334
  32817.74,0.55557075
  32864.01,0.55564362
  32910.27,0.55571436
  32956.54,0.55578982
  33002.81,0.55594419
  33049.07,0.55719735
  33095.34,0.55845915
  33141.61,0.55969454
  33187.87,0.56090621
  33234.14,0.56215745
  33280.41,0.56343365
  33326.67,0.56468762
  33372.94,0.56591778
  33419.21,0.56714797
  33465.47,0.56846852
  33511.74,0.56969427
  33558.01,0.57028855
  33604.27,0.57088378
  33650.54,0.57146772
  33696.81,0.57200620
  33743.07,0.57251417
  33789.34,0.57301109
  33835.61,0.57349508
  33881.87,0.57397203
  33928.14,0.57446438
  33974.41,0.57506836
  34020.67,0.57601007
  34066.94,0.57736212
  34113.21,0.57870743
  34159.47,0.58003237
  34205.74,0.58133155
  34252.01,0.58255904
  34298.27,0.58379148
  34344.54,0.58513078
  34390.81,0.58658541
  34437.07,0.58804136
  34483.34,0.58953059
  34529.61,0.59068484
  34575.88,0.59163143
  34622.14,0.59252215
  34668.41,0.59335302
  34714.68,0.59417308
  34760.94,0.59497823
  34807.21,0.59574939
  34853.48,0.59646955
  34899.74,0.59721607
  34946.01,0.59800960
  34992.28,0.59882845
  35038.54,0.59939755
  35084.81,0.59990176
  35131.08,0.60035443
  35177.34,0.60078925
  35223.61,0.60121743
